NODE_KEY,PARENT_KEY.NODE_KEY,LANGUAGE,TEXT,DATAAGING
5EF3FD3648631ED5AFBB0614A4E333E6,5EF3FD3648631ED5AFBB0614A4C333E6,E,"Optimum Hi-Resolution max. 1920 x 1200 @ 85Hz,Dot Pitch: 0.26mm",00000000
5EF3FD3648631ED5AFBB0614A4E353E6,5EF3FD3648631ED5AFBB0614A4C353E6,E,"Ergo Screen E-III",00000000
5EF3FD3648631ED5AFBB0614A4E373E6,5EF3FD3648631ED5AFBB0614A4C353E6,1,"####### E-III",00000000
5EF3FD3648631ED5AFBB0614A4E393E6,5EF3FD3648631ED5AFBB0614A4C373E6,E,"Optimum Hi-Resolution max. 2560 x 1440 @ 85Hz,Dot Pitch: 0.25mm",00000000
5EF3FD3648631ED5AFBB0614A4E3B3E6,5EF3FD3648631ED5AFBB0614A4C393E6,E,"Flat Basic",00000000
5EF3FD3648631ED5AFBB0614A4E3D3E6,5EF3FD3648631ED5AFBB0614A4C393E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4E3F3E6,5EF3FD3648631ED5AFBB0614A4C3B3E6,E,"Optimum Hi-Resolution max. 1600 x 1200 @ 85Hz,Dot Pitch: 0.24mm",00000000
5EF3FD3648631ED5AFBB0614A4E413E6,5EF3FD3648631ED5AFBB0614A4C3D3E6,E,"Flat Future",00000000
5EF3FD3648631ED5AFBB0614A4E433E6,5EF3FD3648631ED5AFBB0614A4C3D3E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4E453E6,5EF3FD3648631ED5AFBB0614A4C3F3E6,E,"Optimum Hi-Resolution max. 2048 x 1080 @ 85Hz,Dot Pitch: 0.26mm",00000000
5EF3FD3648631ED5AFBB0614A4E473E6,5EF3FD3648631ED5AFBB0614A4C413E6,E,"Flat XL",00000000
5EF3FD3648631ED5AFBB0614A4E493E6,5EF3FD3648631ED5AFBB0614A4C413E6,1,"#########",00000000
5EF3FD3648631ED5AFBB0614A4E4B3E6,5EF3FD3648631ED5AFBB0614A4C433E6,E,"Optimum Hi-Resolution max. 2016 x 1512 @ 85Hz,Dot Pitch: 0.24mm",00000000
5EF3FD3648631ED5AFBB0614A4E4D3E6,5EF3FD3648631ED5AFBB0614A4C453E6,E,"Laser Professional Eco",00000000
5EF3FD3648631ED5AFBB0614A4E4F3E6,5EF3FD3648631ED5AFBB0614A4C453E6,1,"###########",00000000
5EF3FD3648631ED5AFBB0614A4E513E6,5EF3FD3648631ED5AFBB0614A4C473E6,E,"Print 2400 dpi image quality color documents at speeds of up to 32 ppm (color or 36 ppm (monochrome,letter/A4. Powerful 500 MHz processor,512MB of memory",00000000
5EF3FD3648631ED5AFBB0614A4E533E6,5EF3FD3648631ED5AFBB0614A4C493E6,E,"Laser Basic",00000000
5EF3FD3648631ED5AFBB0614A4E553E6,5EF3FD3648631ED5AFBB0614A4C493E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4E573E6,5EF3FD3648631ED5AFBB0614A4C4B3E6,E,"Up to 22 ppm color or 24 ppm monochrome A4/letter,powerful 500 MHz processor and 128MB of memory",00000000
5EF3FD3648631ED5AFBB0614A4E593E6,5EF3FD3648631ED5AFBB0614A4C4D3E6,E,"Laser Allround",00000000
5EF3FD3648631ED5AFBB0614A4E5B3E6,5EF3FD3648631ED5AFBB0614A4C4D3E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4E5D3E6,5EF3FD3648631ED5AFBB0614A4C4F3E6,E,"Print up to 25 ppm letter and 24 ppm A4 color or monochrome,with a first-page-out-time of less than 13 seconds for monochrome and less than 15 seconds for color",00000000
5EF3FD3648631ED5AFBB0614A4E5F3E6,5EF3FD3648631ED5AFBB0614A4C513E6,E,"Ultra Jet Super Color",00000000
5EF3FD3648631ED5AFBB0614A4E613E6,5EF3FD3648631ED5AFBB0614A4C513E6,1,"##########",00000000
5EF3FD3648631ED5AFBB0614A4E633E6,5EF3FD3648631ED5AFBB0614A4C533E6,E,"4800 dpi x 1200 dpi - up to 35 ppm (mono / up to 34 ppm (color - capacity: 250 sheets - Hi-Speed USB,Ethernet",00000000
5EF3FD3648631ED5AFBB0614A4E653E6,5EF3FD3648631ED5AFBB0614A4C553E6,E,"Ultra Jet Mobile",00000000
5EF3FD3648631ED5AFBB0614A4E673E6,5EF3FD3648631ED5AFBB0614A4C553E6,1,"##########",00000000
5EF3FD3648631ED5AFBB0614A4E693E6,5EF3FD3648631ED5AFBB0614A4C573E6,E,"1000 dpi x 1000 dpi - up to 35 ppm (mono / up to 34 ppm (color - capacity: 250 sheets - Hi-Speed USB - excellent dimensions for the small office",00000000
5EF3FD3648631ED5AFBB0614A4E6B3E6,5EF3FD3648631ED5AFBB0614A4C593E6,E,"Ultra Jet Super Highspeed",00000000
5EF3FD3648631ED5AFBB0614A4E6D3E6,5EF3FD3648631ED5AFBB0614A4C593E6,1,"##########",00000000
5EF3FD3648631ED5AFBB0614A4E6F3E6,5EF3FD3648631ED5AFBB0614A4C5B3E6,E,"4800 dpi x 1200 dpi - up to 35 ppm (mono / up to 34 ppm (color - capacity: 250 sheets - Hi-Speed USB2.0,Ethernet",00000000
5EF3FD3648631ED5AFBB0614A4E713E6,5EF3FD3648631ED5AFBB0614A4C5D3E6,E,"Multi Print",00000000
5EF3FD3648631ED5AFBB0614A4E733E6,5EF3FD3648631ED5AFBB0614A4C5D3E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4E753E6,5EF3FD3648631ED5AFBB0614A4C5F3E6,E,"1000 dpi x 1000 dpi - up to 16 ppm (mono / up to 15 ppm (color- capacity 80 sheets - scanner (216 x 297 mm,1200dpi x 2400dpi",00000000
5EF3FD3648631ED5AFBB0614A4E773E6,5EF3FD3648631ED5AFBB0614A4C613E6,E,"Multi Color",00000000
5EF3FD3648631ED5AFBB0614A4E793E6,5EF3FD3648631ED5AFBB0614A4C613E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4E7B3E6,5EF3FD3648631ED5AFBB0614A4C633E6,E,"1200 dpi x 1200 dpi - up to 25 ppm (mono / up to 24 ppm (color- capacity 80 sheets - scanner (216 x 297 mm,2400dpi x 4800dpi,high resolution",00000000
5EF3FD3648631ED5AFBB0614A4E7D3E6,5EF3FD3648631ED5AFBB0614A4C653E6,D,"Schnurlose Computermaus",00000000
5EF3FD3648631ED5AFBB0614A4E7F3E6,5EF3FD3648631ED5AFBB0614A4C653E6,E,"Cordless Mouse",00000000
5EF3FD3648631ED5AFBB0614A4E813E6,5EF3FD3648631ED5AFBB0614A4C653E6,S,"Ratn inalmbrico",00000000
5EF3FD3648631ED5AFBB0614A4E833E6,5EF3FD3648631ED5AFBB0614A4C653E6,B,"#### ######",00000000
5EF3FD3648631ED5AFBB0614A4E853E6,5EF3FD3648631ED5AFBB0614A4C653E6,1,"####",00000000
5EF3FD3648631ED5AFBB0614A4E873E6,5EF3FD3648631ED5AFBB0614A4C673E6,E,"Cordless Optical USB Mice,Laptop,Color: Black,Plug&Play",00000000
5EF3FD3648631ED5AFBB0614A4E893E6,5EF3FD3648631ED5AFBB0614A4C693E6,D,"Speed-Computermaus",00000000
5EF3FD3648631ED5AFBB0614A4E8B3E6,5EF3FD3648631ED5AFBB0614A4C693E6,E,"Speed Mouse",00000000
5EF3FD3648631ED5AFBB0614A4E8D3E6,5EF3FD3648631ED5AFBB0614A4C693E6,S,"Ratn de alta velocidad",00000000
5EF3FD3648631ED5AFBB0614A4E8F3E6,5EF3FD3648631ED5AFBB0614A4C693E6,1,"####",00000000
5EF3FD3648631ED5AFBB0614A4E913E6,5EF3FD3648631ED5AFBB0614A4C6B3E6,E,"Optical USB,PS/2 Mouse,Color: Blue,3-button-functionality (incl. Scroll wheel",00000000
5EF3FD3648631ED5AFBB0614A4E933E6,5EF3FD3648631ED5AFBB0614A4C6D3E6,D,"Trackball-Maus",00000000
5EF3FD3648631ED5AFBB0614A4E953E6,5EF3FD3648631ED5AFBB0614A4C6D3E6,E,"Track Mouse",00000000
5EF3FD3648631ED5AFBB0614A4E973E6,5EF3FD3648631ED5AFBB0614A4C6D3E6,S,"Ratn de seguimiento",00000000
5EF3FD3648631ED5AFBB0614A4E993E6,5EF3FD3648631ED5AFBB0614A4C6D3E6,B,"#### #####",00000000
5EF3FD3648631ED5AFBB0614A4E9B3E6,5EF3FD3648631ED5AFBB0614A4C6D3E6,1,"####",00000000
5EF3FD3648631ED5AFBB0614A4E9D3E6,5EF3FD3648631ED5AFBB0614A4C6F3E6,E,"Optical USB Mouse,Color: Red,5-button-functionality(incl. Scroll wheel,Plug&Play",00000000
5EF3FD3648631ED5AFBB0614A4E9F3E6,5EF3FD3648631ED5AFBB0614A4C713E6,D,"Ergonomische Tastatur",00000000
5EF3FD3648631ED5AFBB0614A4EA13E6,5EF3FD3648631ED5AFBB0614A4C713E6,E,"Ergonomic Keyboard",00000000
5EF3FD3648631ED5AFBB0614A4EA33E6,5EF3FD3648631ED5AFBB0614A4C713E6,S,"Teclado ergonmico",00000000
5EF3FD3648631ED5AFBB0614A4EA53E6,5EF3FD3648631ED5AFBB0614A4C713E6,B,"##### #########",00000000
5EF3FD3648631ED5AFBB0614A4EA73E6,5EF3FD3648631ED5AFBB0614A4C713E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4EA93E6,5EF3FD3648631ED5AFBB0614A4C733E6,E,"Ergonomic USB Keyboard for Desktop,Plug&Play",00000000
5EF3FD3648631ED5AFBB0614A4EAB3E6,5EF3FD3648631ED5AFBB0614A4C753E6,D,"Internet-Tastatur",00000000
5EF3FD3648631ED5AFBB0614A4EAD3E6,5EF3FD3648631ED5AFBB0614A4C753E6,E,"Internet Keyboard",00000000
5EF3FD3648631ED5AFBB0614A4EAF3E6,5EF3FD3648631ED5AFBB0614A4C753E6,S,"Teclado Internet",00000000
5EF3FD3648631ED5AFBB0614A4EB13E6,5EF3FD3648631ED5AFBB0614A4C753E6,B,"##### #######",00000000
5EF3FD3648631ED5AFBB0614A4EB33E6,5EF3FD3648631ED5AFBB0614A4C753E6,1,"####",00000000
5EF3FD3648631ED5AFBB0614A4EB53E6,5EF3FD3648631ED5AFBB0614A4C773E6,E,"Corded Keyboard with special keys for Internet Usability,USB",00000000
5EF3FD3648631ED5AFBB0614A4EB73E6,5EF3FD3648631ED5AFBB0614A4C793E6,D,"Medien-Tastatur",00000000
5EF3FD3648631ED5AFBB0614A4EB93E6,5EF3FD3648631ED5AFBB0614A4C793E6,E,"Media Keyboard",00000000
5EF3FD3648631ED5AFBB0614A4EBB3E6,5EF3FD3648631ED5AFBB0614A4C793E6,S,"Teclado medios",00000000
5EF3FD3648631ED5AFBB0614A4EBD3E6,5EF3FD3648631ED5AFBB0614A4C793E6,B,"##### ####",00000000
5EF3FD3648631ED5AFBB0614A4EBF3E6,5EF3FD3648631ED5AFBB0614A4C793E6,1,"#####",00000000
5EF3FD3648631ED5AFBB0614A4EC13E6,5EF3FD3648631ED5AFBB0614A4C7B3E6,E,"Corded Ergonomic Keyboard with special keys for Media Usability,USB",00000000
5EF3FD3648631ED5AFBB0614A4EC33E6,5EF3FD3648631ED5AFBB0614A4C7D3E6,D,"Mauspad",00000000
5EF3FD3648631ED5AFBB0614A4EC53E6,5EF3FD3648631ED5AFBB0614A4C7D3E6,E,"Mousepad",00000000
5EF3FD3648631ED5AFBB0614A4EC73E6,5EF3FD3648631ED5AFBB0614A4C7D3E6,S,"Alfombrilla para ratn",00000000
5EF3FD3648631ED5AFBB0614A4EC93E6,5EF3FD3648631ED5AFBB0614A4C7D3E6,B,"#### #####",00000000
5EF3FD3648631ED5AFBB0614A4ECB3E6,5EF3FD3648631ED5AFBB0614A4C7D3E6,1,"###",00000000
5EF3FD3648631ED5AFBB0614A4ECD3E6,5EF3FD3648631ED5AFBB0614A4C7F3E6,E,"Nice mouse pad with ITelO Logo",00000000
5EF3FD3648631ED5AFBB0614A4ECF3E6,5EF3FD3648631ED5AFBB0614A4C813E6,D,"Ergonomisches Mauspad",00000000
5EF3FD3648631ED5AFBB0614A4ED13E6,5EF3FD3648631ED5AFBB0614A4C813E6,E,"Ergo Mousepad",00000000
5EF3FD3648631ED5AFBB0614A4ED33E6,5EF3FD3648631ED5AFBB0614A4C813E6,S,"Alfombrilla ergonmica para ratn",00000000
5EF3FD3648631ED5AFBB0614A4ED53E6,5EF3FD3648631ED5AFBB0614A4C813E6,B,"#### ######## #####",00000000
5EF3FD3648631ED5AFBB0614A4ED73E6,5EF3FD3648631ED5AFBB0614A4C813E6,1,"#######",00000000
5EF3FD3648631ED5AFBB0614A4ED93E6,5EF3FD3648631ED5AFBB0614A4C833E6,E,"Ergonomic mouse pad with ITelO Logo",00000000
5EF3FD3648631ED5AFBB0614A4EDB3E6,5EF3FD3648631ED5AFBB0614A4C853E6,D,"Designer-Mauspad",00000000
5EF3FD3648631ED5AFBB0614A4EDD3E6,5EF3FD3648631ED5AFBB0614A4C853E6,E,"Designer Mousepad",00000000
5EF3FD3648631ED5AFBB0614A4EDF3E6,5EF3FD3648631ED5AFBB0614A4C853E6,S,"Alfombrilla para ratn de diseador",00000000
5EF3FD3648631ED5AFBB0614A4EE13E6,5EF3FD3648631ED5AFBB0614A4C853E6,B,"#### ##### #####",00000000
5EF3FD3648631ED5AFBB0614A4EE33E6,5EF3FD3648631ED5AFBB0614A4C853E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4EE53E6,5EF3FD3648631ED5AFBB0614A4C873E6,E,"ITelO Mousepad Special Edition",00000000
5EF3FD3648631ED5AFBB0614A4EE73E6,5EF3FD3648631ED5AFBB0614A4C893E6,D,"Universal-Kartenleser",00000000
5EF3FD3648631ED5AFBB0614A4EE93E6,5EF3FD3648631ED5AFBB0614A4C893E6,E,"Universal card reader",00000000
5EF3FD3648631ED5AFBB0614A4EEB3E6,5EF3FD3648631ED5AFBB0614A4C893E6,S,"Lector de tarjetas universal",00000000
5EF3FD3648631ED5AFBB0614A4EED3E6,5EF3FD3648631ED5AFBB0614A4C893E6,B,"#### ####### ##########",00000000
5EF3FD3648631ED5AFBB0614A4EEF3E6,5EF3FD3648631ED5AFBB0614A4C893E6,1,"#####",00000000
5EF3FD3648631ED5AFBB0614A4EF13E6,5EF3FD3648631ED5AFBB0614A4C8B3E6,E,"Universal card reader",00000000
5EF3FD3648631ED5AFBB0614A4EF33E6,5EF3FD3648631ED5AFBB0614A4C8D3E6,E,"Proctra X",00000000
5EF3FD3648631ED5AFBB0614A4EF53E6,5EF3FD3648631ED5AFBB0614A4C8F3E6,E,"Proctra X: PCI-E GDDR5 3072MB",00000000
5EF3FD3648631ED5AFBB0614A4EF73E6,5EF3FD3648631ED5AFBB0614A4C913E6,E,"Gladiator MX",00000000
5EF3FD3648631ED5AFBB0614A4EF93E6,5EF3FD3648631ED5AFBB0614A4C933E6,E,"Gladiator XLN: PCI-E GDDR5 3072MB DVI Out,TV Out low-noise",00000000
5EF3FD3648631ED5AFBB0614A4EFB3E6,5EF3FD3648631ED5AFBB0614A4C953E6,E,"Hurricane GX",00000000
5EF3FD3648631ED5AFBB0614A4EFD3E6,5EF3FD3648631ED5AFBB0614A4C973E6,E,"Hurricane GX: PCI-E 691 GFLOPS game-optimized",00000000
5EF3FD3648631ED5AFBB0614A4EFF3E6,5EF3FD3648631ED5AFBB0614A4C993E6,E,"Hurricane GX/LN",00000000
5EF3FD3648631ED5AFBB0614A4F013E6,5EF3FD3648631ED5AFBB0614A4C9B3E6,E,"Hurricane GX/LN: PCI-E 691 GFLOPS game-optimized,low-noise.",00000000
5EF3FD3648631ED5AFBB0614A4F033E6,5EF3FD3648631ED5AFBB0614A4C9D3E6,E,"Photo Scan",00000000
5EF3FD3648631ED5AFBB0614A4F053E6,5EF3FD3648631ED5AFBB0614A4C9D3E6,1,"#####",00000000
5EF3FD3648631ED5AFBB0614A4F073E6,5EF3FD3648631ED5AFBB0614A4C9F3E6,E,"Flatbed scanner - 9.600  9.600 dpi - 216 x 297 mm - Hi-Speed USB - Bluetooth",00000000
5EF3FD3648631ED5AFBB0614A4F093E6,5EF3FD3648631ED5AFBB0614A4CA13E6,E,"Power Scan",00000000
5EF3FD3648631ED5AFBB0614A4F0B3E6,5EF3FD3648631ED5AFBB0614A4CA13E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4F0D3E6,5EF3FD3648631ED5AFBB0614A4CA33E6,E,"Flatbed scanner - 9.600  9.600 dpi - 216 x 297 mm - SCSI for backward compatibility",00000000
5EF3FD3648631ED5AFBB0614A4F0F3E6,5EF3FD3648631ED5AFBB0614A4CA53E6,E,"Jet Scan Professional",00000000
5EF3FD3648631ED5AFBB0614A4F113E6,5EF3FD3648631ED5AFBB0614A4CA53E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4F133E6,5EF3FD3648631ED5AFBB0614A4CA73E6,E,"Flatbed scanner - Letter - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module",00000000
5EF3FD3648631ED5AFBB0614A4F153E6,5EF3FD3648631ED5AFBB0614A4CA93E6,E,"Jet Scan Professional",00000000
5EF3FD3648631ED5AFBB0614A4F173E6,5EF3FD3648631ED5AFBB0614A4CA93E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4F193E6,5EF3FD3648631ED5AFBB0614A4CAB3E6,E,"Flatbed scanner - A4 - 2400 dpi x 2400 dpi - 216 x 297 mm - add-on module",00000000
5EF3FD3648631ED5AFBB0614A4F1B3E6,5EF3FD3648631ED5AFBB0614A4CAD3E6,E,"Copymaster",00000000
5EF3FD3648631ED5AFBB0614A4F1D3E6,5EF3FD3648631ED5AFBB0614A4CAD3E6,1,"Copymaster ######",00000000
5EF3FD3648631ED5AFBB0614A4F1F3E6,5EF3FD3648631ED5AFBB0614A4CAF3E6,E,"Copymaster",00000000
5EF3FD3648631ED5AFBB0614A4F213E6,5EF3FD3648631ED5AFBB0614A4CB13E6,E,"Surround Sound",00000000
5EF3FD3648631ED5AFBB0614A4F233E6,5EF3FD3648631ED5AFBB0614A4CB13E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4F253E6,5EF3FD3648631ED5AFBB0614A4CB33E6,E,"PC multimedia speakers - 5 Watt (Total",00000000
5EF3FD3648631ED5AFBB0614A4F273E6,5EF3FD3648631ED5AFBB0614A4CB53E6,E,"Blaster Extreme",00000000
5EF3FD3648631ED5AFBB0614A4F293E6,5EF3FD3648631ED5AFBB0614A4CB53E6,1,"#######",00000000
5EF3FD3648631ED5AFBB0614A4F2B3E6,5EF3FD3648631ED5AFBB0614A4CB73E6,E,"PC multimedia speakers - 10 Watt (Total - 2-way",00000000
5EF3FD3648631ED5AFBB0614A4F2D3E6,5EF3FD3648631ED5AFBB0614A4CB93E6,E,"Sound Booster",00000000
5EF3FD3648631ED5AFBB0614A4F2F3E6,5EF3FD3648631ED5AFBB0614A4CB93E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4F313E6,5EF3FD3648631ED5AFBB0614A4CBB3E6,E,"PC multimedia speakers - optimized for Blutooth/A2DP",00000000
5EF3FD3648631ED5AFBB0614A4F333E6,5EF3FD3648631ED5AFBB0614A4CBD3E6,E,"Smart Office",00000000
5EF3FD3648631ED5AFBB0614A4F353E6,5EF3FD3648631ED5AFBB0614A4CBD3E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4F373E6,5EF3FD3648631ED5AFBB0614A4CBF3E6,E,"Complete package,1 User,Office Applications (word processing,spreadsheet,presentations",00000000
5EF3FD3648631ED5AFBB0614A4F393E6,5EF3FD3648631ED5AFBB0614A4CC13E6,E,"Smart Design",00000000
5EF3FD3648631ED5AFBB0614A4F3B3E6,5EF3FD3648631ED5AFBB0614A4CC13E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4F3D3E6,5EF3FD3648631ED5AFBB0614A4CC33E6,E,"Complete package,1 User,Image editing,processing",00000000
5EF3FD3648631ED5AFBB0614A4F3F3E6,5EF3FD3648631ED5AFBB0614A4CC53E6,E,"Smart Network",00000000
5EF3FD3648631ED5AFBB0614A4F413E6,5EF3FD3648631ED5AFBB0614A4CC53E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4F433E6,5EF3FD3648631ED5AFBB0614A4CC73E6,E,"Complete package,1 User,Network Software Utilities,Useful Applications and Documentation",00000000
5EF3FD3648631ED5AFBB0614A4F453E6,5EF3FD3648631ED5AFBB0614A4CC93E6,E,"Smart Multimedia",00000000
5EF3FD3648631ED5AFBB0614A4F473E6,5EF3FD3648631ED5AFBB0614A4CC93E6,1,"#######",00000000
5EF3FD3648631ED5AFBB0614A4F493E6,5EF3FD3648631ED5AFBB0614A4CCB3E6,E,"Complete package,1 User,different Multimedia applications,playing music,watching DVDs,only with this Smart package",00000000
5EF3FD3648631ED5AFBB0614A4F4B3E6,5EF3FD3648631ED5AFBB0614A4CCD3E6,E,"Smart Games",00000000
5EF3FD3648631ED5AFBB0614A4F4D3E6,5EF3FD3648631ED5AFBB0614A4CCD3E6,1,"######",00000000
5EF3FD3648631ED5AFBB0614A4F4F3E6,5EF3FD3648631ED5AFBB0614A4CCF3E6,E,"Complete package,1 User,various games for amusement,logic,action,jump&run",00000000
5EF3FD3648631ED5AFBB0614A4F513E6,5EF3FD3648631ED5AFBB0614A4CD13E6,E,"Smart Internet Antivirus",00000000
5EF3FD3648631ED5AFBB0614A4F533E6,5EF3FD3648631ED5AFBB0614A4CD13E6,1,"########",00000000
5EF3FD3648631ED5AFBB0614A4F553E6,5EF3FD3648631ED5AFBB0614A4CD33E6,E,"Complete package,1 User,highly recommended for internet users as anti-virus protection",00000000
5EF3FD3648631ED5AFBB0614A4F573E6,5EF3FD3648631ED5AFBB0614A4CD53E6,E,"Smart Firewall",00000000
5EF3FD3648631ED5AFBB0614A4F593E6,5EF3FD3648631ED5AFBB0614A4CD53E6,1,"#######",00000000
5EF3FD3648631ED5AFBB0614A4F5B3E6,5EF3FD3648631ED5AFBB0614A4CD73E6,E,"Complete package,1 User,recommended for internet users,protect your PC against cyber-crime",00000000
