NODE_KEY,BP_ROLE,EMAIL_ADDRESS,PHONE_NUMBER,FAX_NUMBER,WEB_ADDRESS,ADDRESS_GUID.NODE_KEY,BP_ID,COMPANY_NAME,LEGAL_FORM,CREATED_BY,CREATED_AT,CHANGED_BY,CHANGED_AT,CURRENCY_CODE,DUMMY_FIELD_BPA
5EF3FD3648631ED5AFBB0614A4B073E6,01,sarah.schwind@hepa-tec.de,4507867136,4507867004,http://www.hepa-tec.de,5EF3FD3648631ED5AFBB0614A4A273E6,0100000013,HEPA Tec,GmbH,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B093E6,01,theodor.monathy@anavideon.com,5850428367,5850428004,http://www.anavideon.com,5EF3FD3648631ED5AFBB0614A4A2D3E6,0100000014,Anav Ideon,Ltd.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,USD,
5EF3FD3648631ED5AFBB0614A4B0B3E6,01,robert_brown@rb-entertainment.ca,7609448173,7609448004,http://www.rb-entertainment.ca,5EF3FD3648631ED5AFBB0614A4A333E6,0100000015,Robert Brown Entertainment,Ltd.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,CAD,
5EF3FD3648631ED5AFBB0614A4B0D3E6,01,jorgemontalban@motc.mx,6879342945,6879342004,http://www.motc.mx,5EF3FD3648631ED5AFBB0614A4A393E6,0100000016,Mexican Oil Trading Company,S.A.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,MXN,
5EF3FD3648631ED5AFBB0614A4B0F3E6,01,johanna.esther@meliva.de,2208791738,2208791004,http://www.meliva.de,5EF3FD3648631ED5AFBB0614A4A3F3E6,0100000017,Meliva,AG,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B113E6,01,miguel.luengo@compostela.ar,4440238917,4440238004,http://www.compostela.ar,5EF3FD3648631ED5AFBB0614A4A453E6,0100000018,Compostela,S.A.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,ARS,
5EF3FD3648631ED5AFBB0614A4B133E6,01,isabel.nemours@pateu.fr,6328490087,6328490004,http://www.pateu.fr,5EF3FD3648631ED5AFBB0614A4A4B3E6,0100000019,Pateu,S.A.R.L.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B153E6,02,igor.tarassow@retc.ru,4050378468,4050378004,http://www.retc.ru,5EF3FD3648631ED5AFBB0614A4A513E6,0100000020,Russian Electronic Trading Company,z.a.o.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,RUB,
5EF3FD3648631ED5AFBB0614A4B173E6,01,alexis.harper@flor-hc.com,6065470312,6065470004,http://www.flor-hc.com,5EF3FD3648631ED5AFBB0614A4A573E6,0100000021,Florida Holiday Company,Inc.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,USD,
5EF3FD3648631ED5AFBB0614A4B193E6,01,c.alfaro@quimica-madrilenos.es,7980023486,7980023004,http://www.quimica-madrilenos.es,5EF3FD3648631ED5AFBB0614A4A5D3E6,0100000022,Quimica Madrilenos,S.A.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B1B3E6,01,sven.j@getraenke-janssen.de,3629731486,3629731004,http://www.getraenke-janssen.de,5EF3FD3648631ED5AFBB0614A4A633E6,0100000023,Getrnkegrohandel Janssen,GmbH,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B1D3E6,01,yoshiko.kakuji@jateco.jp,3206580974,3206580004,http://www.jateco.jp,5EF3FD3648631ED5AFBB0614A4A693E6,0100000024,JaTeCo,Inc.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,JPY,
5EF3FD3648631ED5AFBB0614A4B1F3E6,01,alessio.galasso@tcdr.it,4580963184,4580963004,http://www.tcdr.it,5EF3FD3648631ED5AFBB0614A4A6F3E6,0100000025,Tessile Casa Di Roma,Srl,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B213E6,01,romain.le_mason@verdo.fr,1012697341,1012697004,http://www.verdo.fr,5EF3FD3648631ED5AFBB0614A4A753E6,0100000026,Vente Et Rparation de Ordinateur,S.A.R.L.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B233E6,01,martha.calcagno@dpg.ar,7345697824,7345697004,http://www.dpg.ar,5EF3FD3648631ED5AFBB0614A4A7B3E6,0100000027,Developement Para O Governo,S.A.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,ARS,
5EF3FD3648631ED5AFBB0614A4B253E6,01,beatriz.da_silva@brazil-tec.br,469614115,469614004,http://www.brazil-tec.br,5EF3FD3648631ED5AFBB0614A4A813E6,0100000028,Brazil Technologies,S.A.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,BRL,
5EF3FD3648631ED5AFBB0614A4B273E6,02,anthony.lebouef@crtu.ca,6839542781,6839542004,http://www.crtu.ca,5EF3FD3648631ED5AFBB0614A4A873E6,0100000029,C.R.T.U.,Ltd.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,CAD,
5EF3FD3648631ED5AFBB0614A4B293E6,01,lisa.felske@jologa.ch,6714954542,6714954004,http://www.jologa.ch,5EF3FD3648631ED5AFBB0614A4A8D3E6,0100000030,Jologa,GmbH,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,CHF,
5EF3FD3648631ED5AFBB0614A4B2B3E6,01,jonathan.d.mason@baleda.com,2483693027,2483693004,http://www.baleda.com,5EF3FD3648631ED5AFBB0614A4A933E6,0100000031,Baleda,Inc.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,USD,
5EF3FD3648631ED5AFBB0614A4B2D3E6,01,amelie.troyat@angere.fr,2094573421,2094573004,http://www.angere.fr,5EF3FD3648631ED5AFBB0614A4A993E6,0100000032,Anger,S.A.R.L.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B2F3E6,01,pete_waltham@pc-gym-tec.com,4136278910,4136278004,http://www.pc-gym-tec.com,5EF3FD3648631ED5AFBB0614A4A9F3E6,0100000033,PC Gym Tec,Inc.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,USD,
5EF3FD3648631ED5AFBB0614A4B313E6,01,ryu.toshiro@jip.jp,3540671320,3540671004,http://www.jip.jp,5EF3FD3648631ED5AFBB0614A4AA53E6,0100000034,Japan Insurance Partner,Inc.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,JPY,
5EF3FD3648631ED5AFBB0614A4B333E6,01,jose-lopez@en-ar.ar,7315064077,7315064004,http://www.en-ar.ar,5EF3FD3648631ED5AFBB0614A4AAB3E6,0100000035,Entertainment Argentinia,S.A.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,ARS,
5EF3FD3648631ED5AFBB0614A4B353E6,01,dahoma.lawla@agadc.co.za,4381762683,4381762004,http://www.agadc.co.za,5EF3FD3648631ED5AFBB0614A4AB13E6,0100000036,African Gold And Diamond Corporation,Ltd.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,ZAR,
5EF3FD3648631ED5AFBB0614A4B373E6,01,jefferson.parker@pico-bit.com,9703586412,9703586004,http://www.pico-bit.com,5EF3FD3648631ED5AFBB0614A4AB73E6,0100000037,PicoBit,Inc.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,USD,
5EF3FD3648631ED5AFBB0614A4B393E6,01,tamara.flaig@brl-ag.de,6843585642,6843585004,http://www.brl-ag.de,5EF3FD3648631ED5AFBB0614A4ABD3E6,0100000038,Bionic Research Lab,AG,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B3B3E6,02,sunita-kapoor@it-trade.in,4203876954,4203876004,http://www.it-trade.in,5EF3FD3648631ED5AFBB0614A4AC33E6,0100000039,Indian IT Trading Company,Ltd.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,INR,
5EF3FD3648631ED5AFBB0614A4B3D3E6,02,pawel-lewandoski@catf.pl,8367920106,8367920004,http://www.catf.pl,5EF3FD3648631ED5AFBB0614A4AC93E6,0100000040,Chemia A Technicznie Fabryka,Sp.z.o.o.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,PLN,
5EF3FD3648631ED5AFBB0614A4B3F3E6,01,laura.campillo@saitc.ar,1438907230,1438907004,http://www.saitc.ar,5EF3FD3648631ED5AFBB0614A4ACF3E6,0100000041,South American IT Company,S.A.,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,ARS,
5EF3FD3648631ED5AFBB0614A4B413E6,01,jian.si@siwusha.cn,7412697340,7412697004,http://www.siwusha.cn,5EF3FD3648631ED5AFBB0614A4AD53E6,0100000042,Siwusha,CJV,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,CNY,
5EF3FD3648631ED5AFBB0614A4B433E6,01,frederik.christensen@dftc.dk,3102050749,3102050004,http://www.dftc.dk,5EF3FD3648631ED5AFBB0614A4ADB3E6,0100000043,Danish Fish Trading Company,A/S,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,DKK,
5EF3FD3648631ED5AFBB0614A4B453E6,01,mirjam.schmidt@sorali.de,3102050749,3102050004,http://www.sorali.de,5EF3FD3648631ED5AFBB0614A4AE13E6,0100000044,Sorali,AG,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB0614A4B473E6,01,dummy_address@sap.com,3102050749,3102050004,http://www.sap.com,5EF3FD3648631ED5AFBB0614A4AE13E6,0100000045,Consumer,none,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,5EF3FD3648631ED5AFBB0614A48953E6,20160118113953.0000000,EUR,
5EF3FD3648631ED5AFBB216AE6DED4FC,01,Demo5EF3FD3648631ED5AFBB216AE6DE94FC@sap.com,123456789,,,5EF3FD3648631ED5AFBB216AE6DEB4FC,0100003345,Consumer,,5EF3FD3648631ED5AFBB0614A48953E6,20160118114600.6764450,5EF3FD3648631ED5AFBB0614A48953E6,20160118114600.6764450,USD,
